"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyMaterial.KeyMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","56","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","74","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","17","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/MonsterForSurvivalGame/Material/M_HitEnemy.M_HitEnemy","0","6","6","1","4.289565","0","12"
"/Game/JapaneseFurniture_Modern/Materials/M_unsharpmask.M_unsharpmask","0","5","5","1","2.214350","0","5"
"/Game/JapaneseFurniture_Modern/Materials/M_Generic.M_Generic","0","23","23","1","21.934643","0","23"
"/Game/FreeFurniturePack/Materials/M_Picture_frame.M_Picture_frame","0","23","23","1","23.188112","0","23"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_bottom.M_Modern_Table_bottom","0","23","23","1","19.331644","0","23"
"/Game/FreeFurniturePack/Materials/M_Metall.M_Metall","0","23","23","1","24.187605","0","23"
"/Game/FreeFurniturePack/Materials/M_Cupboard_Metall.M_Cupboard_Metall","0","23","23","1","18.685720","0","23"
"/Game/FreeFurniturePack/Materials/M_Chrome.M_Chrome","0","23","23","1","25.432379","0","23"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_Glowing_Part.M_Bed_Lamp_Glowing_Part","0","23","23","1","28.587820","0","23"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_3.M_Bed_Lamp_3","0","23","23","1","24.102398","0","23"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_plastic.M_Bed_drawer_plastic","0","23","23","1","27.072979","0","23"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_metall.M_Bed_drawer_metall","0","23","23","1","0.000000","0","23"
"/Game/Test3DEnvironment/Materials/M_OpaqueTrasparent.M_OpaqueTrasparent","0","58","58","1","81.863121","0","58"
"/Game/Test3DEnvironment/Materials/M_OpaqueLitAlieno.M_OpaqueLitAlieno","0","52","52","1","70.592361","0","52"
"/Game/Test3DEnvironment/Materials/M_OpaqueLit.M_OpaqueLit","0","52","52","1","74.035049","0","52"
"/Game/OldWest/Shared/Materials/MM_PP_Sharpen.MM_PP_Sharpen","0","5","5","1","6.445088","0","5"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","22","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldRadiusPreview.M_FieldRadiusPreview","0","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Bed01.M_Bed01","0","23","23","1","59.110725","0","23"
"/Game/WinterTown/Materials/M_GlassBalcony01.M_GlassBalcony01","0","26","27","1","79.390640","0","27"
"/Game/WinterTown/Materials/M_WindowWideGlass01.M_WindowWideGlass01","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_WindowGlass02.M_WindowGlass02","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_WindowGlass01.M_WindowGlass01","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_WindowSmall02.M_WindowSmall02","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_WindowSmall01.M_WindowSmall01","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_GlassHallWindow.M_GlassHallWindow","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_WindowGrid01.M_WindowGrid01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_BalconyExteriorFrame02.M_BalconyExteriorFrame02","0","23","23","1","45.463017","0","23"
"/Game/WinterTown/Materials/M_BalconyExteriorFrame01.M_BalconyExteriorFrame01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_WallHall03.M_WallHall03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_HallWindowFrame01.M_HallWindowFrame01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_WallHall02.M_WallHall02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_WallHall.M_WallHall","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_TireSnowy02.M_TireSnowy02","0","23","23","1","0.000000","0","23"
"/Game/Test3DEnvironment/Materials/M_Terrain.M_Terrain","0","291","285","5","334.261841","134","559"
"","0","1","0","1","0.000000","8","0"
"/Game/WinterTown/Materials/M_TireSnowy01.M_TireSnowy01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_TireClean.M_TireClean","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Pipe3m02.M_Pipe3m02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Pipe3m02Snowy.M_Pipe3m02Snowy","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Pipe3m01.M_Pipe3m01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Pipe3m01Snowy.M_Pipe3m01Snowy","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Table03.M_Table03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Table02.M_Table02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Table01.M_Table01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_SewerHatchBase.M_SewerHatchBase","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_SewerHatch01.M_SewerHatch01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_SatDish03.M_SatDish03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_SatDish02.M_SatDish02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_RoofStepRight01.M_RoofStepRight01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_RoofStepMiddle01.M_RoofStepMiddle01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_RoofStepLeft.M_RoofStepLeft","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_BalconyExterior02.M_BalconyExterior02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/MI_BalconyExterior02.MI_BalconyExterior02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_BalconyExterior01.M_BalconyExterior01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Antenna01.M_Antenna01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_RoofHedge02.M_RoofHedge02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_RoofHedge01.M_RoofHedge01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Road01Snowy.M_Road01Snowy","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Road01Cleaner.M_Road01Cleaner","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_RadiatorPipe02.M_RadiatorPipe02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_RadiatorPiece02.M_RadiatorPiece02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_RadiatorPipe01.M_RadiatorPipe01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_RadiatorPiece01.M_RadiatorPiece01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Plywood02Snowy.M_Plywood02Snowy","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Plywood01.M_Plywood01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_LightWall01.M_LightWall01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_LampPost03.M_LampPost03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_LampPost02.M_LampPost02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_LampPost01.M_LampPost01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_CeilingLight01.M_CeilingLight01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Ladder01.M_Ladder01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_HallwayRails02.M_HallwayRails02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_HallwayRails01.M_HallwayRails01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Fridge02.M_Fridge02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Fridge01.M_Fridge01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_EnteranceRoof01.M_EnteranceRoof01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Drain02.M_Drain02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Drain01.M_Drain01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_DoorSmall03.M_DoorSmall03","0","23","23","1","0.000000","0","23"
"/Game/FantasyInterior01/Materials/M_WhiteMat.M_WhiteMat","0","14","14","1","11.427864","0","14"
"/Game/WinterTown/Materials/M_DoorSmall02.M_DoorSmall02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_DoorSmall01.M_DoorSmall01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_DoorFrame02.M_DoorFrame02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_DoorFrame01.M_DoorFrame01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_DoorEnterance02.M_DoorEnterance02","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_DoorEnterance01.M_DoorEnterance01","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Cupboard03.M_Cupboard03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Cupboard02.M_Cupboard02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Cupboard01.M_Cupboard01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_ConcreteHedge01.M_ConcreteHedge01","0","23","23","1","19.639378","0","23"
"/Game/WinterTown/Materials/M_ConcreteGrimeGrey01.M_ConcreteGrimeGrey01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Chair02.M_Chair02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Chair01.M_Chair01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_BuildingCornerDecor02.M_BuildingCornerDecor02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_BuildingCornerDecor01.M_BuildingCornerDecor01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Old_branch.M_Old_branch","0","84","88","1","86.703644","0","88"
"/Game/WinterTown/Materials/M_Grass01.M_Grass01","0","84","88","1","87.508217","0","88"
"/Game/Test3DEnvironment/Materials/M_TranslucentLit.M_TranslucentLit","0","118","121","1","98.574806","0","121"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Vegetation.M_Vegetation","0","84","88","1","88.939079","0","88"
"/Game/WinterTown/Materials/M_Boards04.M_Boards04","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Boards03.M_Boards03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Boards02.M_Boards02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Bench03.M_Bench03","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Bench02.M_Bench02","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/M_Bench01.M_Bench01","0","23","23","1","0.000000","0","23"
"/Game/WinterTown/Materials/FurnitureMaterials/M_Bed02.M_Bed02","0","23","23","1","0.000000","0","23"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Glass.M_Glass","0","74","37","2","204.119507","11","37"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Decals.M_Decals","0","32","32","1","32.227242","0","32"
"/Game/Kurai_Workspace/Enemy/Material/M_EnemyGoblin_01.M_EnemyGoblin_01","0","35","35","1","33.325615","0","35"
"/Game/FantasyInterior01/Materials/M_Asset_Glass.M_Asset_Glass","0","37","37","1","599.011230","7","37"
"/Game/FantasyInterior01/Materials/M_Gradient_Mat.M_Gradient_Mat","0","29","29","1","28.984413","0","29"
"/Game/FantasyInterior01/Materials/M_Spiderwebs_01.M_Spiderwebs_01","0","7","7","1","5.229519","0","7"
"/Game/FantasyInterior01/Materials/M_LightColor_Mat.M_LightColor_Mat","0","45","45","1","29.243864","0","45"
"/Game/FantasyInterior01/Materials/M_Firewood_01_Preview.M_Firewood_01_Preview","0","23","23","1","22.799438","0","23"
"/Game/FantasyInterior01/Materials/M_Firewood_01.M_Firewood_01","0","23","23","1","22.437309","0","23"
"/Game/FantasyInterior01/Materials/M_Sky_Assets.M_Sky_Assets","0","26","27","1","29.838072","0","27"
"/Game/FantasyInterior01/Materials/M_Sky.M_Sky","0","26","27","1","0.000000","0","27"
"/Game/WinterTown/Materials/M_Road02.M_Road02","0","23","23","1","25.663319","0","23"
"/Game/WinterTown/Materials/M_Lightbulb01.M_Lightbulb01","0","23","23","1","27.083618","0","23"
"/Game/WinterTown/Materials/M_FloorTiles01.M_FloorTiles01","0","23","23","1","27.794790","0","23"
"/Game/WinterTown/Materials/M_FloorOak.M_FloorOak","0","23","23","1","28.612856","0","23"
"/Game/WinterTown/Materials/M_EnteranceDoor02.M_EnteranceDoor02","0","23","23","1","23.227373","0","23"
"/Game/WinterTown/Materials/M_EnteranceDoor01.M_EnteranceDoor01","0","23","23","1","24.012079","0","23"
"/Game/WinterTown/Materials/M_FloorConcrete.M_FloorConcrete","0","23","23","1","22.876280","0","23"
"/Game/JapaneseFurniture_Modern/Materials/M_MasterSurface.M_MasterSurface","0","69","23","3","27.076168","0","92"
"/Game/FantasyInterior01/Materials/M_Edge_Decal.M_Edge_Decal","0","30","30","1","34.023861","0","30"
